id,date,store_nbr,onpromotion_store,transactions
1789,2013-10-09,50,0,2233
1790,2013-10-10,50,0,2314
1791,2013-10-11,50,0,3222
1792,2013-10-12,50,0,3263
1793,2013-10-13,50,0,3092
1794,2013-10-14,50,0,2183
1795,2013-10-15,50,0,2078
1796,2013-10-16,50,0,2269
1797,2013-10-17,50,0,2132
1798,2013-10-18,50,0,2434
1799,2013-10-19,50,0,3661
1800,2013-10-20,50,0,3452
1801,2013-10-21,50,0,2165
1802,2013-10-22,50,0,2255
1803,2013-10-23,50,0,2196
1804,2013-10-24,50,0,2108
1805,2013-10-25,50,0,2324
1806,2013-10-26,50,0,3298
1807,2013-10-27,50,0,3147
1808,2013-10-28,50,0,2311
1809,2013-10-29,50,0,2141
1810,2013-10-30,50,0,2167
1811,2013-10-31,50,0,2113
1812,2013-11-01,50,0,2216
1813,2013-11-02,50,0,2658
1814,2013-11-03,50,0,2797
1815,2013-11-04,50,0,2250
1816,2013-11-05,50,0,2256
1817,2013-11-06,50,0,2218
1818,2013-11-07,50,0,2025
1819,2013-11-08,50,0,2279
1820,2013-11-09,50,0,3016
1821,2013-11-10,50,0,2906
1822,2013-11-11,50,0,2254
1823,2013-11-12,50,0,2628
1824,2013-11-13,50,0,2049
1825,2013-11-14,50,0,1970
1826,2013-11-15,50,0,2284
1827,2013-11-16,50,0,3362
1828,2013-11-17,50,0,3041
1829,2013-11-18,50,0,2240
1830,2013-11-19,50,0,2079
1831,2013-11-20,50,0,2186
1832,2013-11-21,50,0,2093
1833,2013-11-22,50,0,2316
1834,2013-11-23,50,0,3353
1835,2013-11-24,50,0,3125
1836,2013-11-25,50,0,2202
1837,2013-11-26,50,0,2036
1838,2013-11-27,50,0,2119
1839,2013-11-28,50,0,2020
1840,2013-11-29,50,0,2500
1841,2013-11-30,50,0,3555
1842,2013-12-01,50,0,3463
1843,2013-12-02,50,0,2458
1844,2013-12-03,50,0,2350
1845,2013-12-04,50,0,2460
1846,2013-12-05,50,0,2547
1847,2013-12-06,50,0,2700
1848,2013-12-07,50,0,3615
1849,2013-12-08,50,0,3514
1850,2013-12-09,50,0,2492
1851,2013-12-10,50,0,2464
1852,2013-12-11,50,0,2565
1853,2013-12-12,50,0,2586
1854,2013-12-13,50,0,2849
1855,2013-12-14,50,0,3874
1856,2013-12-15,50,0,3705
1857,2013-12-16,50,0,2882
1858,2013-12-17,50,0,3134
1859,2013-12-18,50,0,3336
1860,2013-12-19,50,0,4241
1861,2013-12-20,50,0,3654
1862,2013-12-21,50,0,4651
1863,2013-12-22,50,0,4497
1864,2013-12-23,50,0,5368
1865,2013-12-24,50,0,5456
1866,2013-12-26,50,0,3343
1867,2013-12-27,50,0,3342
1868,2013-12-28,50,0,3776
1869,2013-12-29,50,0,3175
1870,2013-12-30,50,0,3876
1871,2013-12-31,50,0,2889
1872,2014-01-02,50,0,2925
1873,2014-01-03,50,0,2580
1874,2014-01-04,50,0,3772
1875,2014-01-05,50,0,3176
1876,2014-01-06,50,0,2386
1877,2014-01-07,50,0,2248
1878,2014-01-08,50,0,2296
1879,2014-01-09,50,0,2088
1880,2014-01-10,50,0,2380
1881,2014-01-11,50,0,3364
1882,2014-01-12,50,0,3109
1883,2014-01-13,50,0,2234
1884,2014-01-14,50,0,2120
1885,2014-01-15,50,0,2097
1886,2014-01-16,50,0,2079
1887,2014-01-17,50,0,2292
1888,2014-01-18,50,0,3359
1889,2014-01-19,50,0,2958
1890,2014-01-20,50,0,2249
1891,2014-01-21,50,0,2040
1892,2014-01-22,50,0,2069
1893,2014-01-23,50,0,2007
1894,2014-01-24,50,0,2229
1895,2014-01-25,50,0,3205
1896,2014-01-26,50,0,2843
1897,2014-01-27,50,0,2188
1898,2014-01-28,50,0,2202
1899,2014-01-29,50,0,2101
1900,2014-01-30,50,0,2203
1901,2014-01-31,50,0,2469
1902,2014-02-01,50,0,3302
1903,2014-02-02,50,0,3031
1904,2014-02-03,50,0,2581
1905,2014-02-04,50,0,2380
1906,2014-02-05,50,0,2384
1907,2014-02-06,50,0,2313
1908,2014-02-07,50,0,2536
1909,2014-02-08,50,0,3225
1910,2014-02-09,50,0,2921
1911,2014-02-10,50,0,2555
1912,2014-02-11,50,0,2353
1913,2014-02-12,50,0,2550
1914,2014-02-13,50,0,2768
1915,2014-02-14,50,0,3127
1916,2014-02-15,50,0,3059
1917,2014-02-16,50,0,2956
1918,2014-02-17,50,0,2239
1919,2014-02-18,50,0,2208
1920,2014-02-19,50,0,2147
1921,2014-02-20,50,0,2015
1922,2014-02-21,50,0,2280
1923,2014-02-22,50,0,3414
1924,2014-02-23,50,0,2806
1925,2014-02-24,50,0,2361
1926,2014-02-25,50,0,2076
1927,2014-02-26,50,0,2297
1928,2014-02-27,50,0,2108
1929,2014-02-28,50,0,2535
1930,2014-03-01,50,0,3311
1931,2014-03-02,50,0,2570
1932,2014-03-03,50,0,2666
1933,2014-03-04,50,0,2721
1934,2014-03-05,50,0,2426
1935,2014-03-06,50,0,2275
1936,2014-03-07,50,0,2453
1937,2014-03-08,50,0,3288
1938,2014-03-09,50,0,3269
1939,2014-03-10,50,0,2298
1940,2014-03-11,50,0,2193
1941,2014-03-12,50,0,2180
1942,2014-03-13,50,0,1894
1943,2014-03-14,50,0,2427
1944,2014-03-15,50,0,3182
1945,2014-03-16,50,0,3220
1946,2014-03-17,50,0,2248
1947,2014-03-18,50,0,2092
1948,2014-03-19,50,0,2254
1949,2014-03-20,50,0,2192
1950,2014-03-21,50,0,2405
1951,2014-03-22,50,0,3312
1952,2014-03-23,50,0,3083
1953,2014-03-24,50,0,2150
1954,2014-03-25,50,0,2172
1955,2014-03-26,50,0,2145
1956,2014-03-27,50,0,2070
1957,2014-03-28,50,0,2479
1958,2014-03-29,50,0,3570
1959,2014-03-30,50,0,3260
1960,2014-03-31,50,0,2485
1961,2014-04-01,50,0,2406
1962,2014-04-02,50,0,2377
1963,2014-04-03,50,0,2325
1964,2014-04-04,50,0,2628
1965,2014-04-05,50,0,3659
1966,2014-04-06,50,0,3524
1967,2014-04-07,50,0,2540
1968,2014-04-08,50,0,2314
1969,2014-04-09,50,0,2310
1970,2014-04-10,50,0,2376
1971,2014-04-11,50,0,2602
1972,2014-04-12,50,0,3564
1973,2014-04-13,50,0,3307
1974,2014-04-14,50,0,2414
1975,2014-04-15,50,0,2327
1976,2014-04-16,50,0,2588
1977,2014-04-17,50,0,2692
1978,2014-04-18,50,0,2994
1979,2014-04-19,50,0,3478
1980,2014-04-20,50,0,3047
1981,2014-04-21,50,0,2529
1982,2014-04-22,50,0,2385
1983,2014-04-23,50,0,2378
1984,2014-04-24,50,0,2247
1985,2014-04-25,50,0,2585
1986,2014-04-26,50,0,3398
1987,2014-04-27,50,0,3278
1988,2014-04-28,50,0,2196
1989,2014-04-29,50,0,2160
1990,2014-04-30,50,0,2371
1991,2014-05-01,50,0,3381
1992,2014-05-02,50,0,2668
1993,2014-05-03,50,0,3687
1994,2014-05-04,50,0,3328
1995,2014-05-05,50,0,2256
1996,2014-05-06,50,0,2197
1997,2014-05-07,50,0,2366
1998,2014-05-08,50,0,2387
1999,2014-05-09,50,0,2848
2000,2014-05-10,50,0,4069
2001,2014-05-11,50,0,3224
2002,2014-05-12,50,0,2389
2003,2014-05-13,50,0,2241
2004,2014-05-14,50,0,2230
2005,2014-05-15,50,0,2171
2006,2014-05-16,50,0,2459
2007,2014-05-17,50,0,3226
2008,2014-05-18,50,0,3245
2009,2014-05-19,50,0,2303
2010,2014-05-20,50,0,2209
2011,2014-05-21,50,0,2229
2012,2014-05-22,50,0,2069
2013,2014-05-23,50,0,2404
2014,2014-05-24,50,0,3300
2015,2014-05-25,50,0,3223
2016,2014-05-26,50,0,2269
2017,2014-05-27,50,0,2109
2018,2014-05-28,50,0,2354
2019,2014-05-29,50,0,2325
2020,2014-05-30,50,0,2639
2021,2014-05-31,50,0,3463
2022,2014-06-01,50,0,3862
2023,2014-06-02,50,0,2552
2024,2014-06-03,50,0,2349
2025,2014-06-04,50,0,2416
2026,2014-06-05,50,0,2276
2027,2014-06-06,50,0,2605
2028,2014-06-07,50,0,3554
2029,2014-06-08,50,0,3253
2030,2014-06-09,50,0,2298
2031,2014-06-10,50,0,2242
2032,2014-06-11,50,0,2398
2033,2014-06-12,50,0,2356
2034,2014-06-13,50,0,2699
2035,2014-06-14,50,0,4029
2036,2014-06-15,50,0,2963
2037,2014-06-16,50,0,2414
2038,2014-06-17,50,0,2165
2039,2014-06-18,50,0,2129
2040,2014-06-19,50,0,2112
2041,2014-06-20,50,0,2457
2042,2014-06-21,50,0,3394
2043,2014-06-22,50,0,3219
2044,2014-06-23,50,0,2262
2045,2014-06-24,50,0,2088
2046,2014-06-25,50,0,2573
2047,2014-06-26,50,0,2073
2048,2014-06-27,50,0,2455
2049,2014-06-28,50,0,3094
2050,2014-06-29,50,0,2927
2051,2014-06-30,50,6,2391
2052,2014-07-01,50,12,2329
2053,2014-07-02,50,195,2483
2054,2014-07-03,50,15,2510
2055,2014-07-04,50,185,2571
2056,2014-07-05,50,14,3447
2057,2014-07-06,50,22,3442
2058,2014-07-07,50,20,2575
2059,2014-07-08,50,12,2573
2060,2014-07-09,50,196,2266
2061,2014-07-10,50,8,2407
2062,2014-07-11,50,198,2637
2063,2014-07-12,50,25,3278
2064,2014-07-13,50,47,2705
2065,2014-07-14,50,11,2390
2066,2014-07-15,50,16,2546
2067,2014-07-16,50,200,2466
2068,2014-07-17,50,25,2360
2069,2014-07-18,50,196,2548
2070,2014-07-19,50,48,3221
2071,2014-07-20,50,25,2954
2072,2014-07-21,50,18,2451
2073,2014-07-22,50,23,2346
2074,2014-07-23,50,192,2340
2075,2014-07-24,50,22,2167
2076,2014-07-25,50,183,2590
2077,2014-07-26,50,24,3103
2078,2014-07-27,50,17,2830
2079,2014-07-28,50,30,2390
2080,2014-07-29,50,27,2312
2081,2014-07-30,50,196,2374
2082,2014-07-31,50,8,2300
2083,2014-08-01,50,180,2810
2084,2014-08-02,50,25,3320
2085,2014-08-03,50,14,3100
2086,2014-08-04,50,11,2612
2087,2014-08-05,50,9,2685
2088,2014-08-06,50,20,2511
2089,2014-08-07,50,23,2343
2090,2014-08-08,50,180,2686
2091,2014-08-09,50,24,3256
2092,2014-08-10,50,25,2955
2093,2014-08-11,50,18,2484
2094,2014-08-12,50,17,2467
2095,2014-08-13,50,30,2487
2096,2014-08-14,50,17,2419
2097,2014-08-15,50,186,2703
2098,2014-08-16,50,27,3307
2099,2014-08-17,50,18,2922
2100,2014-08-18,50,27,2591
2101,2014-08-19,50,17,2419
2102,2014-08-20,50,19,2583
2103,2014-08-21,50,19,2414
2104,2014-08-22,50,186,2693
2105,2014-08-23,50,27,3150
2106,2014-08-24,50,23,3032
2107,2014-08-25,50,15,2656
2108,2014-08-26,50,12,2494
2109,2014-08-27,50,14,2547
2110,2014-08-28,50,21,2377
2111,2014-08-29,50,176,2604
2112,2014-08-30,50,28,3498
2113,2014-08-31,50,19,3281
2114,2014-09-01,50,19,2917
2115,2014-09-02,50,15,2755
2116,2014-09-03,50,196,2532
2117,2014-09-04,50,20,2385
2118,2014-09-05,50,182,2459
2119,2014-09-06,50,10,3591
2120,2014-09-07,50,18,3386
2121,2014-09-08,50,13,2507
2122,2014-09-09,50,30,2205
2123,2014-09-10,50,197,2255
2124,2014-09-11,50,32,2186
2125,2014-09-12,50,196,2383
2126,2014-09-13,50,25,3171
2127,2014-09-14,50,26,3084
2128,2014-09-15,50,18,2290
2129,2014-09-16,50,20,2275
2130,2014-09-17,50,203,2287
2131,2014-09-18,50,26,1995
2132,2014-09-19,50,183,2457
2133,2014-09-20,50,20,3314
2134,2014-09-21,50,32,3002
2135,2014-09-22,50,15,2075
2136,2014-09-23,50,19,2153
2137,2014-09-24,50,202,2118
2138,2014-09-25,50,15,1920
2139,2014-09-26,50,180,2379
2140,2014-09-27,50,20,3059
2141,2014-09-28,50,23,3033
2142,2014-09-29,50,18,2173
2143,2014-09-30,50,27,2223
2144,2014-10-01,50,202,2404
2145,2014-10-02,50,11,2309
2146,2014-10-03,50,188,2544
2147,2014-10-04,50,27,3511
2148,2014-10-05,50,27,3347
2149,2014-10-06,50,26,2539
2150,2014-10-07,50,18,2222
2151,2014-10-08,50,211,2410
2152,2014-10-09,50,9,2291
2153,2014-10-10,50,196,3177
2154,2014-10-11,50,31,3330
2155,2014-10-12,50,19,3038
2156,2014-10-13,50,32,2214
2157,2014-10-14,50,23,2120
2158,2014-10-15,50,210,2313
2159,2014-10-16,50,19,2161
2160,2014-10-17,50,182,2350
2161,2014-10-18,50,15,3259
2162,2014-10-19,50,18,3091
2163,2014-10-20,50,16,2248
2164,2014-10-21,50,15,2055
2165,2014-10-22,50,199,2113
2166,2014-10-23,50,44,2035
2167,2014-10-24,50,184,2461
2168,2014-10-25,50,53,3373
2169,2014-10-26,50,57,3209
2170,2014-10-27,50,23,2236
2171,2014-10-28,50,12,1989
2172,2014-10-29,50,200,2214
2173,2014-10-30,50,21,2122
2174,2014-10-31,50,183,2235
2175,2014-11-01,50,28,2830
2176,2014-11-02,50,38,2588
2177,2014-11-03,50,28,3244
2178,2014-11-04,50,9,2396
2179,2014-11-05,50,208,2366
2180,2014-11-06,50,31,2218
2181,2014-11-07,50,186,2339
2182,2014-11-08,50,28,3335
2183,2014-11-09,50,36,3255
2184,2014-11-10,50,18,2265
2185,2014-11-11,50,17,2218
2186,2014-11-12,50,211,2708
2187,2014-11-13,50,32,2070
2188,2014-11-14,50,199,2437
2189,2014-11-15,50,48,3302
2190,2014-11-16,50,47,3232
2191,2014-11-17,50,16,2248
2192,2014-11-18,50,31,2140
2193,2014-11-19,50,222,2079
2194,2014-11-20,50,29,2174
2195,2014-11-21,50,184,2520
2196,2014-11-22,50,23,3403
2197,2014-11-23,50,32,3294
2198,2014-11-24,50,44,2338
2199,2014-11-25,50,43,2166
2200,2014-11-26,50,211,2139
2201,2014-11-27,50,21,2230
2202,2014-11-28,50,187,2656
2203,2014-11-29,50,40,3380
2204,2014-11-30,50,38,3342
2205,2014-12-01,50,45,2625
2206,2014-12-02,50,47,2455
2207,2014-12-03,50,229,2526
2208,2014-12-04,50,36,2405
2209,2014-12-05,50,182,2748
2210,2014-12-06,50,26,3570
2211,2014-12-07,50,34,3599
2212,2014-12-08,50,32,2663
2213,2014-12-09,50,34,2493
2214,2014-12-10,50,228,2816
2215,2014-12-11,50,60,2689
2216,2014-12-12,50,191,2944
2217,2014-12-13,50,19,3787
2218,2014-12-14,50,29,3563
2219,2014-12-15,50,14,2849
2220,2014-12-16,50,28,3152
2221,2014-12-17,50,216,3239
2222,2014-12-18,50,31,3522
2223,2014-12-19,50,192,3524
2224,2014-12-20,50,29,4267
2225,2014-12-21,50,25,4080
2226,2014-12-22,50,29,4416
2227,2014-12-23,50,24,4857
2228,2014-12-24,50,225,4259
2229,2014-12-26,50,201,4214
2230,2014-12-27,50,35,3711
2231,2014-12-28,50,40,3014
2232,2014-12-29,50,39,3488
2233,2014-12-30,50,27,3836
2234,2014-12-31,50,238,3049
2235,2015-01-02,50,198,3445
2236,2015-01-03,50,36,3534
2237,2015-01-04,50,34,3325
2238,2015-01-05,50,32,2688
2239,2015-01-06,50,33,2266
2240,2015-01-07,50,40,2448
2241,2015-01-08,50,19,2185
2242,2015-01-09,50,182,2452
2243,2015-01-10,50,18,3015
2244,2015-01-11,50,29,3223
2245,2015-01-12,50,33,2451
2246,2015-01-13,50,48,2366
2247,2015-01-14,50,42,2326
2248,2015-01-15,50,22,2055
2249,2015-01-16,50,187,2307
2250,2015-01-17,50,8,3288
2251,2015-01-18,50,11,3167
2252,2015-01-19,50,8,2249
2253,2015-01-20,50,30,2199
2254,2015-01-21,50,23,2346
2255,2015-01-22,50,18,2240
2256,2015-01-23,50,177,2515
2257,2015-01-24,50,20,3211
2258,2015-01-25,50,24,3034
2259,2015-01-26,50,11,2270
2260,2015-01-27,50,14,2174
2261,2015-01-28,50,12,2235
2262,2015-01-29,50,15,2021
2263,2015-01-30,50,172,2404
2264,2015-01-31,50,15,3429
2265,2015-02-01,50,17,3404
2266,2015-02-02,50,21,2475
2267,2015-02-03,50,19,2474
2268,2015-02-04,50,37,2357
2269,2015-02-05,50,24,2408
2270,2015-02-06,50,179,2432
2271,2015-02-07,50,20,3202
2272,2015-02-08,50,23,3117
2273,2015-02-09,50,21,2628
2274,2015-02-10,50,14,2492
2275,2015-02-11,50,21,2507
2276,2015-02-12,50,18,2528
2277,2015-02-13,50,184,2963
2278,2015-02-14,50,34,3589
2279,2015-02-15,50,15,2410
2280,2015-02-16,50,18,2568
2281,2015-02-17,50,18,2476
2282,2015-02-18,50,20,2655
2283,2015-02-19,50,15,2448
2284,2015-02-20,50,183,2728
2285,2015-02-21,50,13,3089
2286,2015-02-22,50,15,3007
2287,2015-02-23,50,13,2356
2288,2015-02-24,50,10,2236
2289,2015-02-25,50,15,2118
2290,2015-02-26,50,14,2030
2291,2015-02-27,50,190,2451
2292,2015-02-28,50,16,3104
2293,2015-03-01,50,24,3249
2294,2015-03-02,50,10,2428
2295,2015-03-03,50,20,2351
2296,2015-03-04,50,15,2324
2297,2015-03-05,50,11,2233
2298,2015-03-06,50,193,2509
2299,2015-03-07,50,25,3586
2300,2015-03-08,50,27,3258
2301,2015-03-09,50,15,2401
2302,2015-03-10,50,26,2466
2303,2015-03-11,50,17,2332
2304,2015-03-12,50,15,2214
2305,2015-03-13,50,198,2370
2306,2015-03-14,50,29,3526
2307,2015-03-15,50,25,3154
2308,2015-03-16,50,22,2414
2309,2015-03-17,50,15,2295
2310,2015-03-18,50,30,2261
2311,2015-03-19,50,23,1951
2312,2015-03-20,50,185,2517
2313,2015-03-21,50,25,3309
2314,2015-03-22,50,13,3024
2315,2015-03-23,50,17,2199
2316,2015-03-24,50,9,2043
2317,2015-03-25,50,17,2139
2318,2015-03-26,50,11,2259
2319,2015-03-27,50,189,2457
2320,2015-03-28,50,20,3211
2321,2015-03-29,50,28,3084
2322,2015-03-30,50,27,2286
2323,2015-03-31,50,20,2337
2324,2015-04-01,50,36,2640
2325,2015-04-02,50,18,2862
2326,2015-04-03,50,196,3110
2327,2015-04-04,50,23,3663
2328,2015-04-05,50,27,3380
2329,2015-04-06,50,22,2631
2330,2015-04-07,50,21,2483
2331,2015-04-08,50,25,2518
2332,2015-04-09,50,26,2312
2333,2015-04-10,50,202,2621
2334,2015-04-11,50,29,3660
2335,2015-04-12,50,30,3620
2336,2015-04-13,50,15,2769
2337,2015-04-14,50,31,2397
2338,2015-04-15,50,28,2313
2339,2015-04-16,50,37,2356
2340,2015-04-17,50,200,2625
2341,2015-04-18,50,53,3385
2342,2015-04-19,50,47,3157
2343,2015-04-20,50,45,2433
2344,2015-04-21,50,44,2300
2345,2015-04-22,50,48,2257
2346,2015-04-23,50,65,2360
2347,2015-04-24,50,223,2491
2348,2015-04-25,50,48,3598
2349,2015-04-26,50,46,3163
2350,2015-04-27,50,58,2277
2351,2015-04-28,50,36,2192
2352,2015-04-29,50,37,2470
2353,2015-04-30,50,47,2622
2354,2015-05-01,50,226,3545
2355,2015-05-02,50,46,3692
2356,2015-05-03,50,52,3195
2357,2015-05-04,50,44,2427
2358,2015-05-05,50,54,2346
2359,2015-05-06,50,45,2484
2360,2015-05-07,50,42,2444
2361,2015-05-08,50,204,2904
2362,2015-05-09,50,33,4434
2363,2015-05-10,50,27,3472
2364,2015-05-11,50,39,2341
2365,2015-05-12,50,48,2290
2366,2015-05-13,50,50,2211
2367,2015-05-14,50,39,1936
2368,2015-05-15,50,204,2496
2369,2015-05-16,50,38,3329
2370,2015-05-17,50,44,3217
2371,2015-05-18,50,20,2353
2372,2015-05-19,50,19,2173
2373,2015-05-20,50,46,2301
2374,2015-05-21,50,50,2116
2375,2015-05-22,50,204,2438
2376,2015-05-23,50,32,3374
2377,2015-05-24,50,24,3122
2378,2015-05-25,50,35,2206
2379,2015-05-26,50,27,2092
2380,2015-05-27,50,43,2229
2381,2015-05-28,50,33,2079
2382,2015-05-29,50,200,2516
2383,2015-05-30,50,44,3163
2384,2015-05-31,50,26,3334
2385,2015-06-01,50,46,2738
2386,2015-06-02,50,77,2003
2387,2015-06-03,50,234,1912
2388,2015-06-04,50,25,2595
2389,2015-06-05,50,207,2823
2390,2015-06-06,50,41,3671
2391,2015-06-07,50,42,3624
2392,2015-06-08,50,35,2628
2393,2015-06-09,50,27,2390
2394,2015-06-10,50,224,2317
2395,2015-06-11,50,29,2014
2396,2015-06-12,50,201,2499
2397,2015-06-13,50,39,3658
2398,2015-06-14,50,56,3246
2399,2015-06-15,50,57,2288
2400,2015-06-16,50,49,2272
2401,2015-06-17,50,234,2312
2402,2015-06-18,50,55,2180
2403,2015-06-19,50,229,2603
2404,2015-06-20,50,67,3884
2405,2015-06-21,50,56,3128
2406,2015-06-22,50,42,2273
2407,2015-06-23,50,63,2149
2408,2015-06-24,50,269,2141
2409,2015-06-25,50,19,2005
2410,2015-06-26,50,228,2328
2411,2015-06-27,50,40,2964
2412,2015-06-28,50,25,3085
2413,2015-06-29,50,18,2075
2414,2015-06-30,50,20,2404
2415,2015-07-01,50,230,2418
2416,2015-07-02,50,17,2421
2417,2015-07-03,50,200,2563
2418,2015-07-04,50,25,3431
2419,2015-07-05,50,42,3351
2420,2015-07-06,50,36,2664
2421,2015-07-07,50,30,2939
2422,2015-07-08,50,212,2303
2423,2015-07-09,50,25,2208
2424,2015-07-10,50,182,2437
2425,2015-07-11,50,22,2919
2426,2015-07-12,50,48,2915
2427,2015-07-13,50,20,2354
2428,2015-07-14,50,14,2206
2429,2015-07-15,50,210,2245
2430,2015-07-16,50,14,2270
2431,2015-07-17,50,203,2508
2432,2015-07-18,50,25,2952
2433,2015-07-19,50,17,2811
2434,2015-07-20,50,53,2381
2435,2015-07-21,50,40,2466
2436,2015-07-22,50,228,2267
2437,2015-07-23,50,53,2303
2438,2015-07-24,50,211,2401
2439,2015-07-25,50,34,2960
2440,2015-07-26,50,52,2724
2441,2015-07-27,50,50,2391
2442,2015-07-28,50,34,2161
2443,2015-07-29,50,249,2282
2444,2015-07-30,50,41,2079
2445,2015-07-31,50,216,2566
2446,2015-08-01,50,29,3347
2447,2015-08-02,50,36,3147
2448,2015-08-03,50,45,2694
2449,2015-08-04,50,30,2532
2450,2015-08-05,50,244,2513
2451,2015-08-06,50,39,2372
2452,2015-08-07,50,224,2631
2453,2015-08-08,50,31,2909
2454,2015-08-09,50,62,2587
2455,2015-08-10,50,32,2995
2456,2015-08-11,50,24,2519
2457,2015-08-12,50,229,2454
2458,2015-08-13,50,32,2167
2459,2015-08-14,50,216,2472
2460,2015-08-15,50,38,3328
2461,2015-08-16,50,24,2953
2462,2015-08-17,50,27,2566
2463,2015-08-18,50,29,2304
2464,2015-08-19,50,235,2326
2465,2015-08-20,50,35,2339
2466,2015-08-21,50,218,2483
2467,2015-08-22,50,67,3087
2468,2015-08-23,50,40,2807
2469,2015-08-24,50,35,2431
2470,2015-08-25,50,33,2409
2471,2015-08-26,50,231,2393
2472,2015-08-27,50,23,2258
2473,2015-08-28,50,193,2429
2474,2015-08-29,50,30,3144
2475,2015-08-30,50,47,2863
2476,2015-08-31,50,35,2568
2477,2015-09-01,50,35,2616
2478,2015-09-02,50,240,2569
2479,2015-09-03,50,23,2233
2480,2015-09-04,50,215,2307
2481,2015-09-05,50,43,3262
2482,2015-09-06,50,37,3155
2483,2015-09-07,50,44,2301
2484,2015-09-08,50,30,2239
2485,2015-09-09,50,227,2058
2486,2015-09-10,50,36,1976
2487,2015-09-11,50,212,2166
2488,2015-09-12,50,57,2922
2489,2015-09-13,50,70,2759
2490,2015-09-14,50,39,2133
2491,2015-09-15,50,39,2012
2492,2015-09-16,50,231,2023
2493,2015-09-17,50,38,1868
2494,2015-09-18,50,217,2259
2495,2015-09-19,50,57,3085
2496,2015-09-20,50,54,2924
2497,2015-09-21,50,32,2058
2498,2015-09-22,50,38,1974
2499,2015-09-23,50,237,1987
2500,2015-09-24,50,33,1920
2501,2015-09-25,50,232,2200
2502,2015-09-26,50,60,2966
2503,2015-09-27,50,59,2901
2504,2015-09-28,50,40,2027
2505,2015-09-29,50,37,2007
2506,2015-09-30,50,240,1890
2507,2015-10-01,50,34,2236
2508,2015-10-02,50,218,2411
2509,2015-10-03,50,37,3351
2510,2015-10-04,50,31,3295
2511,2015-10-05,50,28,2438
2512,2015-10-06,50,26,2221
2513,2015-10-07,50,239,2132
2514,2015-10-08,50,28,2044
2515,2015-10-09,50,226,3003
2516,2015-10-10,50,25,3226
2517,2015-10-11,50,30,2922
2518,2015-10-12,50,29,2157
2519,2015-10-13,50,23,2002
2520,2015-10-14,50,233,2015
2521,2015-10-15,50,23,1913
2522,2015-10-16,50,209,2370
2523,2015-10-17,50,27,2961
2524,2015-10-18,50,33,2943
2525,2015-10-19,50,27,2012
2526,2015-10-20,50,16,2007
2527,2015-10-21,50,227,1980
2528,2015-10-22,50,18,1921
2529,2015-10-23,50,190,2193
2530,2015-10-24,50,11,2960
2531,2015-10-25,50,10,2861
2532,2015-10-26,50,10,1877
2533,2015-10-27,50,12,1918
2534,2015-10-28,50,217,1849
2535,2015-10-29,50,25,1795
2536,2015-10-30,50,210,2040
2537,2015-10-31,50,47,2717
2538,2015-11-01,50,55,2366
2539,2015-11-02,50,76,2561
2540,2015-11-03,50,52,2850
2541,2015-11-04,50,272,2115
2542,2015-11-05,50,54,2085
2543,2015-11-06,50,226,2225
2544,2015-11-07,50,81,3227
2545,2015-11-08,50,62,2912
2546,2015-11-09,50,63,2088
2547,2015-11-10,50,52,2042
2548,2015-11-11,50,263,1990
2549,2015-11-12,50,54,2309
2550,2015-11-13,50,158,2299
2551,2015-11-14,50,96,3032
2552,2015-11-15,50,79,2894
2553,2015-11-16,50,104,2094
2554,2015-11-17,50,80,1919
2555,2015-11-18,50,345,2028
2556,2015-11-19,50,107,2014
2557,2015-11-20,50,284,2369
2558,2015-11-21,50,102,3050
2559,2015-11-22,50,88,2905
2560,2015-11-23,50,89,2056
2561,2015-11-24,50,63,2024
2562,2015-11-25,50,311,2137
2563,2015-11-26,50,93,2126
2564,2015-11-27,50,287,2663
2565,2015-11-28,50,75,3306
2566,2015-11-29,50,84,3270
2567,2015-11-30,50,85,2508
2568,2015-12-01,50,85,2391
2569,2015-12-02,50,301,2318
2570,2015-12-03,50,67,2260
2571,2015-12-04,50,225,2500
2572,2015-12-05,50,59,3708
2573,2015-12-06,50,62,3348
2574,2015-12-07,50,55,2374
2575,2015-12-08,50,41,2319
2576,2015-12-09,50,290,2278
2577,2015-12-10,50,51,2370
2578,2015-12-11,50,222,2527
2579,2015-12-12,50,84,3628
2580,2015-12-13,50,79,3238
2581,2015-12-14,50,51,2603
2582,2015-12-15,50,101,2651
2583,2015-12-16,50,312,2728
2584,2015-12-17,50,54,2906
2585,2015-12-18,50,226,2932
2586,2015-12-19,50,81,4014
2587,2015-12-20,50,72,4210
2588,2015-12-21,50,40,3890
2589,2015-12-22,50,45,4585
2590,2015-12-23,50,282,5162
2591,2015-12-24,50,51,5425
2592,2015-12-26,50,32,4050
2593,2015-12-27,50,42,3083
2594,2015-12-28,50,36,3061
2595,2015-12-29,50,45,3259
2596,2015-12-30,50,267,3495
2597,2015-12-31,50,26,2948
2598,2016-01-02,50,31,3669
2599,2016-01-05,50,61,2528
2600,2016-01-06,50,286,2301
2601,2016-01-07,50,41,2070
2602,2016-01-08,50,229,2426
2603,2016-01-09,50,52,3198
2604,2016-01-10,50,36,2977
2605,2016-01-11,50,48,2221
2606,2016-01-12,50,39,2066
2607,2016-01-13,50,264,1938
2608,2016-01-14,50,60,2047
2609,2016-01-15,50,242,2290
2610,2016-01-16,50,57,2913
