global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,date_time
1.154,0.1,238.3,4.8,0.0,0.0,0.0,2008-01-09 21:11:00
1.04,0.048,241.02,4.2,0.0,0.0,0.0,2007-10-19 21:26:00
0.32,0.0,242.37,1.6,0.0,0.0,0.0,2008-06-29 21:06:00
0.318,0.096,244.19,1.4,0.0,1.0,1.0,2010-02-22 16:36:00
1.816,0.188,239.84,7.6,0.0,0.0,17.0,2007-11-11 12:31:00
1.566,0.126,244.44,6.4,0.0,0.0,19.0,2010-01-18 11:40:00
0.318,0.258,241.69,1.6,0.0,1.0,1.0,2009-04-08 08:16:00
2.76,0.25,240.78,11.4,0.0,2.0,18.0,2009-02-14 19:27:00
0.726,0.21,243.27,3.0,0.0,0.0,0.0,2008-03-21 12:55:00
0.208,0.0,239.87,0.8,0.0,0.0,0.0,2007-10-30 08:08:00
1.722,0.162,240.12,7.2,0.0,0.0,0.0,2009-03-17 19:41:00
0.326,0.262,245.09,1.6,0.0,0.0,1.0,2009-08-25 12:15:00
2.094,0.2,240.73,8.6,0.0,0.0,18.0,2009-12-30 21:50:00
1.478,0.062,231.54,6.4,0.0,0.0,16.0,2007-04-06 07:25:00
0.222,0.0,242.51,1.0,0.0,0.0,0.0,2007-08-02 00:11:00
0.566,0.086,243.74,2.2,0.0,0.0,1.0,2010-10-22 00:41:00
0.914,0.304,242.64,4.0,0.0,0.0,11.0,2010-03-27 07:47:00
0.08,0.0,241.0,0.2,0.0,0.0,1.0,2008-11-08 18:40:00
2.158,0.168,239.08,9.0,0.0,0.0,0.0,2009-05-10 20:22:00
0.492,0.25,243.8,2.2,0.0,1.0,0.0,2007-09-12 00:42:00
1.228,0.0,242.12,5.0,0.0,0.0,19.0,2009-07-26 07:34:00
0.262,0.06,242.35,1.2,0.0,0.0,0.0,2008-11-11 03:48:00
1.306,0.098,240.52,5.4,2.0,0.0,18.0,2007-06-13 14:10:00
1.294,0.0,239.95,5.4,0.0,0.0,18.0,2009-07-23 10:21:00
0.672,0.064,243.28,2.8,0.0,0.0,0.0,2007-01-24 07:12:00
0.118,0.0,243.56,0.6,0.0,0.0,0.0,2007-06-25 05:54:00
0.244,0.126,238.65,1.0,0.0,0.0,0.0,2009-02-08 02:08:00
0.464,0.062,241.85,2.0,0.0,0.0,0.0,2008-04-11 22:32:00
0.224,0.0,243.25,1.0,0.0,0.0,0.0,2008-01-13 08:07:00
0.622,0.0,238.42,2.6,0.0,0.0,1.0,2008-04-26 10:07:00
0.286,0.078,239.98,1.2,0.0,0.0,0.0,2008-02-28 13:45:00
0.396,0.0,242.23,1.6,0.0,0.0,1.0,2010-09-24 11:45:00
0.398,0.08,240.28,2.0,0.0,0.0,0.0,2008-07-31 12:40:00
2.396,0.292,240.39,10.0,0.0,2.0,19.0,2010-01-21 22:21:00
2.098,0.0,238.24,9.0,0.0,0.0,18.0,2009-11-14 07:01:00
1.056,0.376,238.77,4.6,0.0,0.0,0.0,2007-04-17 19:35:00
1.488,0.064,243.39,6.0,0.0,0.0,0.0,2009-03-20 21:43:00
0.226,0.0,239.16,1.0,0.0,0.0,0.0,2007-03-27 00:02:00
0.12,0.0,235.77,0.6,0.0,0.0,0.0,2007-07-05 02:46:00
0.308,0.112,237.91,1.4,0.0,0.0,0.0,2007-02-24 18:11:00
1.81,0.052,242.92,7.4,0.0,0.0,19.0,2010-10-18 23:33:00
4.438,0.136,232.92,19.0,37.0,2.0,0.0,2008-03-13 19:17:00
0.962,0.434,241.26,4.4,0.0,2.0,0.0,2010-07-14 19:12:00
1.43,0.212,238.11,6.0,0.0,0.0,18.0,2008-07-15 07:05:00
0.646,0.356,243.68,3.0,0.0,0.0,1.0,2010-06-02 13:15:00
1.438,0.228,238.13,6.0,0.0,1.0,18.0,2008-05-23 12:09:00
2.038,0.096,241.29,8.8,0.0,26.0,0.0,2009-03-15 17:36:00
1.678,0.0,240.19,7.0,0.0,0.0,18.0,2007-10-22 07:17:00
2.944,0.284,238.08,12.4,38.0,0.0,0.0,2008-07-16 20:00:00
0.372,0.096,245.27,1.6,0.0,0.0,1.0,2009-11-30 04:25:00
1.398,0.0,240.31,5.8,1.0,0.0,18.0,2009-03-28 09:40:00
0.304,0.0,243.82,1.4,0.0,0.0,1.0,2010-02-22 13:02:00
2.332,0.074,241.35,9.6,0.0,0.0,18.0,2009-04-02 17:31:00
1.44,0.184,241.1,6.0,0.0,0.0,18.0,2009-09-19 17:05:00
0.304,0.074,244.63,1.2,0.0,1.0,0.0,2008-12-13 04:33:00
1.698,0.062,235.9,7.2,0.0,0.0,18.0,2010-04-05 09:33:00
0.08,0.0,240.48,0.2,0.0,0.0,1.0,2008-08-15 16:08:00
0.35,0.09,242.76,1.6,0.0,0.0,1.0,2009-05-15 00:58:00
0.222,0.0,247.82,0.8,0.0,0.0,0.0,2008-12-29 02:21:00
0.316,0.086,241.37,1.4,0.0,0.0,0.0,2007-01-12 07:04:00
3.87,0.466,239.95,16.2,39.0,0.0,19.0,2008-05-28 18:52:00
0.214,0.046,244.69,0.8,0.0,0.0,0.0,2008-11-28 03:22:00
1.238,0.32,239.96,5.2,0.0,1.0,0.0,2008-08-10 19:15:00
3.978,0.248,239.87,16.6,38.0,0.0,18.0,2009-05-21 11:49:00
0.488,0.114,245.15,2.0,0.0,0.0,0.0,2009-03-22 23:18:00
1.046,0.408,238.91,4.6,0.0,0.0,0.0,2007-03-28 19:01:00
0.21,0.0,238.5,0.8,0.0,0.0,0.0,2008-02-25 21:06:00
1.362,0.0,239.67,5.6,0.0,0.0,18.0,2009-03-05 10:28:00
2.454,0.178,241.94,10.2,0.0,0.0,19.0,2009-12-17 07:25:00
0.25,0.0,241.03,1.0,0.0,0.0,0.0,2008-02-14 05:01:00
0.724,0.26,240.56,3.2,0.0,1.0,0.0,2007-03-27 19:28:00
0.692,0.158,245.07,2.8,0.0,0.0,0.0,2007-08-02 16:55:00
0.158,0.0,239.66,0.6,0.0,0.0,1.0,2010-12-08 20:45:00
1.744,0.162,238.52,7.2,0.0,2.0,18.0,2010-09-06 07:23:00
0.262,0.056,244.95,1.0,0.0,0.0,1.0,2010-02-20 06:00:00
0.21,0.094,240.17,1.0,0.0,0.0,0.0,2007-09-18 06:03:00
0.11,0.0,236.54,0.6,0.0,0.0,0.0,2007-07-21 02:50:00
0.296,0.202,236.67,1.4,0.0,0.0,1.0,2008-06-25 12:56:00
1.248,0.0,238.5,5.2,0.0,0.0,18.0,2008-03-09 10:28:00
0.562,0.0,237.66,2.8,0.0,0.0,2.0,2007-05-18 00:00:00
2.218,0.078,239.32,9.2,0.0,0.0,18.0,2007-06-30 21:57:00
1.318,0.0,245.97,5.2,0.0,0.0,0.0,2007-12-29 04:09:00
0.258,0.0,247.16,1.0,0.0,0.0,1.0,2010-12-02 00:01:00
0.44,0.226,242.25,2.0,0.0,0.0,0.0,2008-09-11 03:04:00
2.738,0.106,235.84,11.6,37.0,0.0,0.0,2010-12-11 21:25:00
0.346,0.13,244.77,1.6,0.0,0.0,0.0,2007-01-28 06:45:00
1.716,0.116,241.77,7.0,0.0,0.0,18.0,2007-05-01 23:24:00
4.66,0.22,237.05,19.8,1.0,23.0,18.0,2007-03-25 21:11:00
0.36,0.108,250.03,1.6,0.0,1.0,0.0,2009-11-01 06:15:00
1.788,0.0,237.92,7.4,0.0,0.0,17.0,2007-09-13 06:58:00
0.274,0.094,240.96,1.2,0.0,0.0,0.0,2010-08-23 02:31:00
3.662,0.262,235.94,15.6,0.0,0.0,17.0,2007-01-17 20:41:00
0.202,0.064,239.97,1.0,0.0,0.0,0.0,2010-07-20 15:00:00
0.282,0.086,239.77,1.2,0.0,0.0,0.0,2007-03-07 04:05:00
0.308,0.158,243.8,1.4,0.0,0.0,0.0,2006-12-31 00:48:00
2.482,0.17,240.71,10.2,0.0,1.0,0.0,2007-11-03 07:13:00
1.212,0.0,239.1,5.0,0.0,0.0,0.0,2009-03-13 20:00:00
1.32,0.0,241.46,5.4,0.0,0.0,18.0,2008-08-01 00:51:00
0.298,0.0,242.6,1.2,0.0,0.0,1.0,2008-10-16 06:26:00
4.158,0.174,232.49,18.2,16.0,1.0,17.0,2010-09-11 21:07:00
0.374,0.092,241.89,1.6,0.0,1.0,1.0,2010-11-04 18:12:00
0.382,0.096,244.48,1.6,0.0,0.0,1.0,2009-03-12 02:30:00
1.516,0.31,241.7,6.4,0.0,2.0,18.0,2008-12-05 16:36:00
0.17,0.14,240.23,0.8,0.0,2.0,1.0,2008-08-16 10:29:00
0.72,0.0,242.85,3.0,0.0,0.0,0.0,2010-09-09 22:31:00
0.37,0.194,243.77,1.6,0.0,1.0,0.0,2010-12-04 14:57:00
1.392,0.0,244.05,5.6,0.0,0.0,19.0,2010-05-01 12:37:00
0.45,0.308,242.77,2.2,0.0,1.0,0.0,2007-09-04 09:12:00
2.822,0.054,241.0,11.6,0.0,0.0,17.0,2007-11-28 06:52:00
3.968,0.076,231.55,17.0,36.0,0.0,17.0,2007-11-05 21:18:00
1.436,0.076,245.44,5.8,0.0,2.0,19.0,2009-02-11 00:26:00
0.408,0.16,236.28,1.8,0.0,1.0,0.0,2007-05-15 00:10:00
0.452,0.23,247.77,2.0,0.0,1.0,0.0,2008-04-12 15:05:00
1.222,0.0,240.76,5.0,0.0,0.0,18.0,2007-04-17 10:45:00
0.18,0.0,241.76,0.8,0.0,0.0,0.0,2010-07-06 06:36:00
1.108,0.144,236.38,4.6,0.0,0.0,0.0,2007-05-10 07:49:00
0.288,0.0,247.9,1.2,0.0,0.0,1.0,2010-03-01 04:37:00
0.262,0.096,242.4,1.2,0.0,0.0,1.0,2010-07-07 06:02:00
0.156,0.0,241.13,0.6,0.0,0.0,0.0,2010-06-25 05:27:00
1.304,0.12,238.27,5.4,0.0,0.0,18.0,2008-08-07 07:19:00
1.058,0.246,246.75,4.6,0.0,11.0,0.0,2009-03-25 15:07:00
1.574,0.234,237.27,6.6,0.0,1.0,17.0,2007-06-16 12:41:00
0.528,0.048,238.82,2.4,0.0,0.0,0.0,2009-05-17 17:40:00
0.318,0.098,244.56,1.4,0.0,0.0,0.0,2009-08-03 03:43:00
1.494,0.11,244.95,6.0,0.0,1.0,19.0,2007-11-20 14:26:00
3.46,0.67,237.98,14.8,1.0,1.0,18.0,2009-08-30 15:14:00
0.238,0.112,239.55,1.2,0.0,0.0,1.0,2008-08-07 14:54:00
2.602,0.076,239.52,10.8,1.0,0.0,18.0,2009-04-15 20:56:00
0.18,0.09,242.06,0.8,0.0,2.0,0.0,2007-09-23 00:04:00
0.33,0.12,243.28,1.4,0.0,0.0,0.0,2008-04-01 00:40:00
0.278,0.064,246.32,1.2,0.0,0.0,0.0,2009-01-19 15:39:00
0.288,0.102,241.4,1.2,0.0,1.0,1.0,2009-09-06 06:21:00
0.228,0.0,241.09,1.0,0.0,0.0,0.0,2007-06-11 06:27:00
1.942,0.224,237.76,8.2,0.0,0.0,29.0,2009-10-08 08:50:00
0.342,0.066,239.29,1.4,0.0,0.0,0.0,2010-05-05 04:30:00
3.96,0.106,237.12,16.6,37.0,0.0,1.0,2009-09-21 21:30:00
2.842,0.178,237.74,12.0,0.0,0.0,12.0,2007-04-17 22:26:00
1.302,0.096,239.64,5.4,0.0,0.0,19.0,2008-08-09 08:03:00
0.342,0.26,244.06,1.6,0.0,1.0,1.0,2009-03-10 04:45:00
0.328,0.134,239.47,1.4,0.0,0.0,0.0,2007-03-26 17:44:00
0.402,0.1,242.74,1.6,0.0,0.0,1.0,2008-10-14 23:44:00
3.942,0.252,240.97,16.4,39.0,0.0,19.0,2009-05-07 19:16:00
0.258,0.134,240.97,1.2,0.0,0.0,0.0,2007-06-28 03:10:00
0.29,0.0,245.86,1.2,0.0,0.0,0.0,2008-02-01 05:05:00
0.356,0.244,242.22,1.8,1.0,1.0,1.0,2008-11-07 20:51:00
1.4,0.09,241.71,7.2,0.0,0.0,0.0,2006-12-23 01:51:00
0.512,0.0,240.09,2.0,0.0,0.0,0.0,2008-02-29 23:13:00
2.394,0.114,236.86,10.0,0.0,1.0,18.0,2010-09-10 06:55:00
0.324,0.09,240.87,1.4,0.0,1.0,0.0,2007-12-02 03:45:00
1.7,0.054,238.22,7.0,0.0,2.0,18.0,2010-05-18 07:22:00
0.434,0.0,242.79,2.2,0.0,0.0,0.0,2008-04-03 09:44:00
0.43,0.18,241.49,2.0,0.0,0.0,1.0,2009-08-05 04:57:00
0.26,0.268,239.34,1.4,0.0,2.0,1.0,2008-08-08 00:05:00
1.36,0.092,240.04,5.6,0.0,1.0,18.0,2007-08-02 09:26:00
0.894,0.086,238.54,3.8,0.0,0.0,0.0,2007-05-09 19:49:00
0.242,0.112,238.08,1.0,0.0,0.0,0.0,2008-07-23 14:56:00
1.45,0.106,238.37,6.0,0.0,0.0,18.0,2008-06-30 12:49:00
0.412,0.308,243.34,2.0,0.0,1.0,1.0,2009-04-09 01:22:00
1.182,0.0,239.68,4.8,0.0,0.0,18.0,2007-11-09 16:51:00
1.598,0.23,243.56,6.6,0.0,0.0,0.0,2009-09-12 19:46:00
0.962,0.374,239.76,4.2,0.0,0.0,0.0,2009-04-16 20:42:00
1.056,0.368,235.62,4.6,0.0,2.0,1.0,2010-04-05 19:35:00
1.494,0.234,235.08,6.4,0.0,0.0,0.0,2006-12-29 21:09:00
2.812,0.188,237.69,11.8,1.0,1.0,18.0,2010-02-26 22:02:00
0.334,0.24,240.86,1.6,0.0,1.0,1.0,2010-09-08 06:57:00
3.824,0.146,238.74,16.0,38.0,5.0,17.0,2007-01-04 23:43:00
0.264,0.08,243.82,1.2,0.0,0.0,1.0,2009-04-09 02:12:00
0.216,0.0,240.54,0.8,0.0,0.0,0.0,2007-04-13 13:20:00
2.346,0.052,240.05,9.6,0.0,0.0,0.0,2006-12-16 22:34:00
0.39,0.212,243.41,1.8,0.0,0.0,1.0,2009-11-23 00:16:00
0.182,0.0,240.81,1.0,0.0,0.0,0.0,2007-04-17 04:34:00
0.196,0.122,235.37,1.0,0.0,0.0,0.0,2007-02-08 05:53:00
1.352,0.0,242.81,5.4,0.0,0.0,18.0,2009-03-18 11:38:00
0.798,0.094,241.08,3.2,0.0,1.0,1.0,2010-04-27 00:56:00
0.29,0.058,244.09,1.4,0.0,0.0,0.0,2009-03-19 15:14:00
0.768,0.1,245.82,3.2,0.0,0.0,0.0,2009-01-29 15:14:00
0.502,0.236,241.96,2.2,0.0,2.0,1.0,2009-12-06 02:28:00
0.216,0.104,241.06,1.0,0.0,0.0,0.0,2009-03-08 06:51:00
3.048,0.104,240.32,13.4,29.0,0.0,18.0,2007-12-02 08:26:00
0.124,0.0,240.19,0.6,0.0,0.0,0.0,2007-04-18 02:02:00
1.64,0.236,236.28,7.0,0.0,0.0,1.0,2010-03-26 19:36:00
2.248,0.0,238.32,9.4,0.0,0.0,0.0,2007-05-01 08:48:00
0.612,0.172,241.53,2.8,0.0,0.0,0.0,2008-01-12 13:30:00
0.384,0.256,239.42,2.0,0.0,2.0,0.0,2010-07-14 02:43:00
0.454,0.0,238.93,1.8,0.0,0.0,1.0,2008-11-07 11:15:00
1.564,0.15,241.26,6.4,1.0,0.0,18.0,2008-12-20 14:42:00
1.46,0.054,240.16,6.0,0.0,0.0,17.0,2008-01-14 11:07:00
1.542,0.24,241.29,8.0,16.0,1.0,0.0,2010-03-23 15:53:00
0.304,0.052,241.86,1.2,0.0,0.0,1.0,2009-11-13 01:30:00
0.484,0.174,240.3,2.0,0.0,1.0,1.0,2008-06-15 03:02:00
0.222,0.0,246.78,0.8,0.0,0.0,0.0,2007-10-12 02:13:00
1.532,0.166,240.14,6.4,0.0,1.0,18.0,2010-04-20 12:18:00
1.23,0.0,240.0,5.0,0.0,0.0,18.0,2009-10-08 08:23:00
1.1,0.142,242.52,4.6,0.0,0.0,0.0,2008-05-29 23:04:00
0.242,0.102,237.49,1.0,0.0,0.0,1.0,2008-05-09 05:53:00
1.87,0.168,236.78,7.8,0.0,0.0,28.0,2008-05-27 08:19:00
0.868,0.156,241.93,3.6,0.0,0.0,11.0,2009-11-16 13:33:00
1.262,0.166,241.4,5.4,0.0,0.0,1.0,2008-05-29 22:42:00
3.516,0.0,233.51,15.0,37.0,0.0,17.0,2007-08-05 15:46:00
1.492,0.0,238.53,6.2,1.0,0.0,0.0,2010-08-07 21:51:00
1.338,0.0,242.15,5.4,0.0,0.0,0.0,2008-06-03 06:24:00
0.142,0.0,242.53,0.6,0.0,0.0,1.0,2009-09-08 12:52:00
1.862,0.0,244.31,7.6,0.0,0.0,0.0,2008-12-31 21:41:00
1.542,0.334,242.61,6.4,0.0,1.0,0.0,2010-07-24 20:50:00
2.538,0.44,239.21,10.6,1.0,0.0,18.0,2009-12-30 11:35:00
1.072,0.128,240.34,4.6,2.0,1.0,1.0,2009-08-04 22:06:00
1.02,0.37,239.55,4.4,0.0,1.0,1.0,2008-05-15 22:17:00
0.282,0.224,242.45,1.4,0.0,2.0,0.0,2007-07-09 16:25:00
0.286,0.0,245.02,1.2,0.0,0.0,0.0,2008-02-22 16:54:00
0.2,0.124,239.19,1.0,0.0,0.0,0.0,2007-08-21 04:58:00
1.536,0.068,243.87,6.2,0.0,0.0,18.0,2010-02-13 17:29:00
2.984,0.232,239.41,13.4,15.0,0.0,18.0,2007-10-21 12:12:00
0.31,0.262,241.28,1.6,0.0,2.0,0.0,2007-04-16 06:12:00
1.308,0.196,236.72,5.6,0.0,1.0,17.0,2007-04-21 17:04:00
1.738,0.214,242.54,7.2,0.0,1.0,18.0,2009-08-05 15:47:00
0.31,0.076,244.04,1.2,0.0,0.0,0.0,2008-11-26 03:16:00
0.292,0.11,239.85,1.4,0.0,1.0,1.0,2010-06-17 03:55:00
2.754,0.23,240.3,12.0,0.0,24.0,19.0,2010-03-24 15:01:00
1.308,0.046,241.03,5.4,0.0,0.0,17.0,2009-12-02 14:14:00
1.302,0.0,239.13,5.4,0.0,0.0,18.0,2010-08-26 07:39:00
4.518,0.106,238.84,18.8,0.0,36.0,17.0,2009-02-23 07:59:00
0.26,0.0,245.91,1.0,0.0,0.0,1.0,2010-05-13 04:49:00
1.326,0.086,240.18,5.4,0.0,0.0,18.0,2010-11-06 15:26:00
1.76,0.162,241.0,7.2,0.0,0.0,19.0,2008-09-20 07:09:00
0.268,0.0,239.19,1.2,0.0,0.0,0.0,2007-10-16 00:46:00
0.304,0.0,252.13,1.2,0.0,0.0,0.0,2009-12-20 15:22:00
4.054,0.666,241.56,17.0,0.0,32.0,1.0,2009-12-12 16:54:00
0.56,0.218,243.92,2.6,0.0,0.0,1.0,2010-05-15 14:48:00
0.368,0.12,244.4,1.6,0.0,0.0,1.0,2008-04-28 00:14:00
0.308,0.154,238.17,1.4,0.0,1.0,0.0,2010-08-07 01:39:00
2.594,0.0,238.0,10.8,0.0,0.0,17.0,2008-03-28 21:32:00
0.256,0.11,240.69,1.2,0.0,0.0,0.0,2008-11-09 12:39:00
0.394,0.196,241.35,1.8,0.0,0.0,0.0,2007-10-10 00:14:00
0.326,0.112,243.85,1.4,0.0,0.0,0.0,2008-01-19 03:24:00
1.3,0.224,247.09,5.2,0.0,1.0,0.0,2009-12-20 22:46:00
0.202,0.13,238.26,1.0,0.0,0.0,0.0,2007-01-08 06:21:00
2.67,0.16,240.11,11.8,0.0,19.0,0.0,2010-08-01 19:24:00
0.2,0.102,241.77,0.8,0.0,0.0,0.0,2009-07-14 03:10:00
2.326,0.0,240.69,9.6,0.0,0.0,18.0,2009-02-14 20:50:00
0.228,0.112,237.8,1.0,0.0,0.0,0.0,2007-07-17 00:08:00
0.252,0.106,239.12,1.2,0.0,0.0,0.0,2008-09-09 02:18:00
2.632,0.29,235.13,11.6,0.0,0.0,17.0,2007-01-27 11:08:00
0.87,0.438,242.4,4.2,0.0,1.0,5.0,2009-06-10 01:15:00
1.348,0.078,236.43,5.6,0.0,2.0,18.0,2010-04-05 14:51:00
5.188,0.246,236.59,21.8,37.0,2.0,17.0,2009-11-04 22:00:00
0.328,0.06,245.11,1.4,0.0,0.0,1.0,2010-12-02 02:56:00
0.228,0.0,244.17,1.0,0.0,0.0,1.0,2008-09-15 23:51:00
2.51,0.246,233.71,10.8,0.0,17.0,0.0,2007-05-30 20:36:00
0.948,0.382,243.06,4.2,0.0,1.0,1.0,2010-04-01 18:07:00
1.312,0.056,242.52,5.4,0.0,0.0,18.0,2010-11-20 05:45:00
0.2,0.134,240.95,1.0,0.0,0.0,0.0,2007-08-17 21:19:00
1.46,0.21,239.86,6.0,0.0,2.0,18.0,2008-07-03 12:34:00
0.226,0.0,245.73,1.0,0.0,0.0,0.0,2008-12-20 03:24:00
0.206,0.058,240.9,0.8,0.0,0.0,0.0,2008-06-12 01:58:00
0.298,0.062,246.46,1.2,0.0,0.0,0.0,2009-07-01 04:56:00
2.9,0.184,240.4,12.8,37.0,0.0,1.0,2010-07-06 20:10:00
0.3,0.074,241.36,1.2,0.0,0.0,1.0,2009-11-15 06:39:00
0.254,0.0,247.7,1.0,0.0,0.0,1.0,2010-07-02 14:29:00
0.428,0.194,244.05,2.0,0.0,2.0,0.0,2008-10-17 23:16:00
0.082,0.0,242.25,0.2,0.0,0.0,0.0,2008-08-23 04:37:00
0.214,0.102,241.25,1.0,0.0,1.0,0.0,2009-07-17 19:52:00
1.33,0.0,242.66,5.4,0.0,0.0,19.0,2010-07-01 11:52:00
3.536,0.086,237.13,16.0,0.0,0.0,0.0,2007-11-11 09:21:00
0.316,0.14,246.51,1.4,0.0,0.0,0.0,2006-12-25 06:56:00
3.772,0.108,242.37,15.4,39.0,0.0,19.0,2010-10-31 06:31:00
0.456,0.194,239.75,2.0,0.0,0.0,1.0,2010-08-23 21:34:00
5.184,0.06,234.67,22.0,36.0,0.0,17.0,2007-11-19 21:01:00
0.48,0.274,244.75,2.2,0.0,0.0,0.0,2007-03-31 02:09:00
0.272,0.064,243.43,1.2,0.0,0.0,1.0,2010-02-21 00:54:00
0.212,0.11,238.68,1.0,0.0,0.0,1.0,2008-10-07 01:24:00
0.256,0.0,241.33,1.0,0.0,0.0,0.0,2009-10-18 06:44:00
0.32,0.106,246.25,1.4,0.0,0.0,0.0,2008-03-27 02:30:00
2.286,0.048,235.16,10.6,13.0,0.0,17.0,2008-01-22 08:41:00
0.548,0.0,242.4,2.4,0.0,0.0,0.0,2008-12-01 00:33:00
0.594,0.202,240.65,2.6,0.0,0.0,1.0,2009-05-30 11:26:00
0.308,0.092,243.87,1.2,0.0,0.0,0.0,2009-11-26 03:30:00
0.874,0.07,241.24,3.6,0.0,0.0,1.0,2008-05-16 18:06:00
1.492,0.112,240.17,6.2,0.0,0.0,18.0,2009-10-03 13:39:00
2.38,0.054,243.54,9.6,0.0,2.0,19.0,2010-01-29 18:23:00
0.302,0.08,243.58,1.2,0.0,0.0,1.0,2008-02-10 14:34:00
3.23,0.276,235.45,13.6,0.0,1.0,18.0,2010-12-04 07:40:00
3.196,0.0,241.73,13.4,0.0,0.0,18.0,2007-10-20 08:02:00
2.586,0.226,242.04,11.2,17.0,0.0,19.0,2010-06-06 17:01:00
0.43,0.22,238.88,2.0,0.0,0.0,0.0,2007-04-16 15:17:00
0.428,0.22,238.78,2.0,0.0,2.0,0.0,2007-06-27 19:01:00
0.348,0.078,246.71,1.4,0.0,0.0,0.0,2010-10-02 23:28:00
1.412,0.114,239.87,5.8,0.0,0.0,18.0,2008-06-05 08:59:00
2.424,0.318,240.59,10.2,1.0,0.0,29.0,2008-08-06 14:49:00
1.864,0.0,233.1,8.0,0.0,0.0,16.0,2007-01-05 11:45:00
1.316,0.098,238.99,5.4,0.0,0.0,19.0,2008-06-09 03:37:00
0.454,0.076,242.12,2.0,0.0,0.0,0.0,2009-02-28 21:32:00
1.42,0.074,241.41,5.8,0.0,0.0,19.0,2010-02-22 00:51:00
0.508,0.356,241.09,2.6,0.0,1.0,0.0,2010-03-18 11:45:00
2.232,0.196,241.07,9.4,0.0,0.0,19.0,2009-01-31 07:10:00
0.258,0.072,248.11,1.2,0.0,0.0,0.0,2007-07-01 03:48:00
1.974,0.226,240.72,8.2,0.0,1.0,30.0,2009-07-17 09:46:00
1.28,0.0,240.18,5.2,0.0,0.0,18.0,2009-05-11 11:25:00
0.758,0.126,239.89,3.2,0.0,0.0,12.0,2008-08-22 15:32:00
0.35,0.106,250.05,1.4,0.0,0.0,0.0,2009-05-02 03:15:00
0.228,0.0,242.48,0.8,0.0,0.0,1.0,2009-10-29 01:55:00
2.224,0.056,238.11,9.2,0.0,0.0,1.0,2009-11-20 18:51:00
1.344,0.0,234.79,5.6,0.0,0.0,16.0,2007-06-08 08:17:00
0.19,0.08,234.08,0.8,0.0,1.0,0.0,2007-11-05 01:32:00
0.56,0.046,242.68,2.4,0.0,0.0,0.0,2009-06-05 19:36:00
1.342,0.0,240.62,5.4,0.0,0.0,18.0,2008-10-25 16:30:00
0.296,0.19,241.73,1.4,0.0,0.0,1.0,2010-07-21 11:03:00
2.002,0.298,239.41,8.4,0.0,0.0,11.0,2008-05-16 18:54:00
0.272,0.0,246.43,1.2,0.0,0.0,0.0,2008-12-17 05:24:00
0.77,0.202,241.93,3.2,0.0,0.0,0.0,2009-11-03 16:35:00
1.148,0.124,245.95,4.6,0.0,1.0,0.0,2010-01-11 21:28:00
0.322,0.226,240.36,1.6,0.0,1.0,0.0,2007-06-28 05:07:00
3.33,0.23,241.0,13.8,0.0,0.0,18.0,2009-03-30 21:24:00
0.336,0.094,242.65,1.4,0.0,1.0,1.0,2008-04-21 06:15:00
0.684,0.074,245.73,2.8,0.0,1.0,1.0,2010-10-21 23:33:00
1.346,0.104,241.91,5.4,0.0,0.0,18.0,2009-07-17 20:21:00
0.438,0.23,240.19,2.0,0.0,2.0,1.0,2008-04-26 04:36:00
0.276,0.0,236.77,1.2,0.0,0.0,0.0,2007-05-15 16:07:00
0.23,0.0,246.6,1.0,0.0,0.0,0.0,2010-11-23 06:31:00
0.332,0.086,247.47,1.4,0.0,2.0,0.0,2009-08-02 23:50:00
0.246,0.0,244.3,1.0,0.0,0.0,0.0,2008-02-18 00:33:00
2.132,0.0,238.44,8.8,0.0,0.0,0.0,2007-08-15 23:41:00
0.326,0.124,244.35,1.4,0.0,0.0,0.0,2007-12-13 23:43:00
2.23,0.0,237.34,9.4,0.0,0.0,17.0,2007-07-01 17:17:00
0.152,0.0,241.0,0.6,0.0,0.0,0.0,2008-05-09 02:59:00
3.03,0.15,243.47,13.0,0.0,42.0,0.0,2009-03-25 13:34:00
0.24,0.114,238.73,1.0,0.0,0.0,1.0,2008-06-25 01:39:00
0.456,0.132,243.66,2.0,1.0,0.0,0.0,2009-05-30 15:09:00
0.182,0.0,240.38,1.0,0.0,0.0,1.0,2008-07-26 01:23:00
0.746,0.0,242.75,3.4,0.0,0.0,5.0,2009-04-29 18:33:00
0.416,0.35,241.62,2.2,0.0,2.0,1.0,2010-07-18 09:01:00
1.424,0.206,241.44,5.8,0.0,0.0,19.0,2009-05-16 02:14:00
1.688,0.08,240.59,7.0,0.0,0.0,17.0,2007-02-21 16:54:00
0.206,0.058,240.57,0.8,0.0,0.0,0.0,2007-06-10 03:27:00
0.142,0.0,241.52,0.6,0.0,0.0,1.0,2009-08-22 01:36:00
0.308,0.252,243.9,1.6,0.0,0.0,1.0,2009-07-25 05:02:00
0.316,0.112,242.78,1.4,0.0,0.0,0.0,2009-01-11 00:09:00
0.36,0.126,241.02,1.6,0.0,0.0,1.0,2009-07-10 06:09:00
1.296,0.474,241.05,5.8,0.0,1.0,13.0,2010-07-13 10:50:00
0.218,0.112,244.12,1.0,0.0,0.0,1.0,2009-03-08 03:51:00
0.572,0.0,242.12,2.4,0.0,0.0,0.0,2009-03-21 23:54:00
